text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
suasananya enak makannya juga bikin nagih,positif,,,positif,,,1,0,0,1,0
"Pelayanannya baik,makanannya enakk😋 …",positif,,positif,,,,1,0,1,0,0
Mie nya nyaman enak lagi,positif,,,,,,1,0,0,0,0
"enakkk dan murahhh bumbunya ga pelittt,cobain yaaaa",positif,positif,,,,,1,1,0,0,0
"✍️🤤🤤🤤🍜🍲🍹🥃🍷Mieeee nyummmmiii...masih banyak lagi menu lainnyaaa
Mieee SAKERAAA gaess... …",positif,,,,,,1,0,0,0,0
Rasanya enak dan nagih dari dulu tidak berubah❤️,positif,,,,,,1,0,0,0,0
pelayanan sangat baik makannanya sangat lezat,positif,,positif,,,,1,0,1,0,0
"Sangat menyenangkan bawa anak kesini, murah meriah",,positif,,,,,0,1,0,0,0
"Mie nya enak banget. Tapi sayang sekali, pelayanan lama. Beberapa kali melihat ke arah pelayan didapur yg memang terlihat dr kursi tunggu, pelayan sering asyik ngobrol.",positif,,negatif,,,,1,0,2,0,0
Pelayanan ramah makannya enak,positif,,positif,,,,1,0,1,0,0
"Pelayanan cepat ,rasanya juga mantap,tempatnya bersih",positif,,positif,positif,,,1,0,1,1,0
Mungkin di tembok di depan bisa di kasih mural/gambar biar lebih estetik,,,,positif,,,0,0,0,3,0
"Terlalu lama penyajiannya, perlu di perbaiki dalam hal penyajian agar konsumen tidak terlalu lama menunggu.",,,negatif,,,,0,0,2,0,0
B AJA,,,,,netral,,0,0,0,0,3
Pelayanannya bagus miennya enak,positif,,positif,,,,1,0,1,0,0
"Kalo take away(bungkus) pelayanannya lamaa,padahal gak rame,, itu aja sih,,mohon diperbaiki lagi kecepatan pelayanannya,,",,,negatif ,,,,0,0,0,0,0
"Palayanan ramah, tempat bersih.",,,positif,positif,,,0,0,1,1,0
"20% enak,
.
. …",negatif,,,,,,2,0,0,0,0
tempatnya enak karyawannya ramah,,,positif,positif,,,0,0,1,1,0
"Untuk Makanan Enak, Seperti mie pada umumnya. Tetapi yang saya ga suka adalah pelayanannya. Kasir Termasuk Kurang Ramah dan pesanannya yang lama. Tempat mulai sempit.",positif,,negatif,negatif,,,1,0,2,2,0
"layanannya bagus,pelayannya asik",,,positif,,,,0,0,1,0,0
"enak banget , pelayanan nya juga ramah",positif,,positif,,,,1,0,1,0,0
Pelayananny cepat makannya enak,positif,,positif,,,,1,0,1,0,0
Mienya enak enak dimakan,positif,,,,,,1,0,0,0,0
"Tempatnya bersih dan nyaman,karyawan juga ramah",,,positif,positif,,,0,0,1,1,0
"Mie sakera tempat kuliner dengan gaya madura dan juga menu menu yang diambil dari bahasa madura seperti torkob, mie yang tersedia terdapat pedas yang bervariasi, dari yang tidak terlalu pedas hingga terpedas.",netral,,,,,,3,0,0,0,0
Mie nya mantulll endull banget,positif,,,,,,1,0,0,0,0
Pelayanan terbaik rasa juara 👍🏻 …,,,positif,,,,0,0,1,0,0
Pelayanan bagus. Mie nya enak,positif,,positif,,,,1,0,1,0,0
Enak dan tempatnya nyaman,,,,positif,,,0,0,0,1,0
"PEGAWAINYAAA CABULLL BANGETTT PAKEE NGODEE NGODEE CEWEE ORANGG SEGALAAA, GOBLOKKKKKKKK",,,negatif,,,,0,0,2,0,0
"pelayan ramah, bintang 10⭐",,,positif,,,,0,0,1,0,0
Suasanya enak adem area outdoor,,,,positif,,,0,0,0,1,0
Mie langganan dari dulu .... Mie favorit,,,,,positif,,0,0,0,0,1
Mienya enak mienya kenyal,positif,,,,,,1,0,0,0,0
"mantap pool.kebersihannya terjaga dengan baik,kamar mandi dengan air bersih mengalir lancar.",,,,positif,,,0,0,0,1,0
Sangat nyaman tempatnya,,,,positif,,,0,0,0,1,0
"tempatnya nyaman, asri, cocok dinikmati di sore atau malam hari",,,,positif,,,0,0,0,1,0
"Karyawannya ramah2,murah senyum",,,positif,,,,0,0,1,0,0
Pertama kali ke mie sakera ajung kesannya sangat menarik,,,,,positif,,0,0,0,0,1
Mantap pelayanan sangat baik sekali,,,positif,,,,0,0,1,0,0
Tempatnya sangat nyaman,,,,positif,,,0,0,0,1,0
Tempatnya  bagus. Mie nya memang mie favorit,positif,,,positif,,,1,0,0,1,0
"Mie rekomend enak, Tempat strategis, murah meriah terjangkau.",positif,positif,,positif,,,1,1,0,1,0
Mienya enak makannya enk,positif,,,,,,1,0,0,0,0
Mienya enak harganya juga bersahabat ditambah dengan pelayanannya yang ramah ini bikin makan terasa lebih menyenangkan,positif,positif,positif,,,,1,1,1,0,0
Mie nya enak suasanya jgk bagus,positif,,,positif,,,1,0,0,1,0
Layanan cepat,,,positif,,,,0,0,1,0,0
Pegawainya bernama ayub top matkotop,,,positif,,,,0,0,1,0,0
tempatnya adem dan nyaman,,,,positif,,,0,0,0,1,0
Makannya enak pelayananya raman,positif,,positif,,,,1,0,1,0,0
Mienya sangat enak dan  nyaman,positif,,,,,,1,0,0,0,0
"enak, ramah, cepat",positif,,positif,,,,1,0,1,0,0
Oke sihh tempatnya!!,,,,positif,,,0,0,0,1,0
"Pelayanannya sangat baik
Makannya enak",positif,,positif,,,,1,0,1,0,0
"Untuk makan oke sih apa lagi di ngawi belum ada, tapi untuk pelayanan lama bgt nunggu dimsum sampe mienya dingin lebih di tingkat kan lagi untuk layanannya",positif,,negatif,,,,1,0,2,0,0
Tempat nyaman dan sejuk,,,,positif,,,0,0,0,1,0
Karywannya ramah2 kak,,,positif,,,,0,0,1,0,0
"Saya baru pulang dari mie sakera dan ini pertama kalinya saya makan di tempat, makanannya enak-enak kok, es campurnya juga, but i feel bad buat kebersihan dan ke higienisan makanannya. Piringnya kotor, gelasnya kotor, mejanya berminyak, jus …",positif,,,negatif,,,1,0,0,2,0
Layanan hidangan lama sekali,,,negatif,,,,0,0,2,0,0
"Karyawannya ramah, full senyum,",,,positif,,,,0,0,1,0,0
"Pas nyampe sepi banget, tempatnya sempit agak masuk ke dalem. Mana gak ada tisunya 🥲 …",,,,negatif,,,0,0,0,2,0
tempatnya nyamann,,,,positif,,,0,0,0,1,0
"Mie nya termasuk kelas menengah keatas , layak untuk makan mie sekeluarga apalagi ada bonus beli 2 gratis 1 , saran pakai nomer nggak usah di panggil nama",,positif,,netral,,,0,1,0,3,0
"Pelayan sangat bagus
Mienya enak",positif,,positif,,,,1,0,1,0,0
Pelayanannya bagus,,,positif,,,,0,0,1,0,0
"recomended, mienya enak banget apalagi yg varian goreng, pelayanannya ramah kebersihannya terjaga, cuma area depannya masih kurang bagus dilihat karna terhalang tempat duduk pak parkir",positif,,positif,positif,,,1,0,1,1,0
"Mienya enak dan murah , tempatnya luas",positif,positif,,positif,,,1,1,0,1,0
Pelayanan baik mienya enak,positif,,positif,,,,1,0,1,0,0
"Menunya variatif, tapi yg bikin ga enak kasirnya tidak ramah,seharusnya kalo ada pelanggan bingung di arahin bukan diketawain,padahal Waktu itu ga terlalu rame.",positif,,negatif,,,,1,0,2,0,0
Mie langganan dari dulu,,,,,positif,,0,0,0,0,1
"Kedua kalinya beli mie Sakera, rasanya enak cuma toping sosis sapinya kurang suka.",negatif,,,,,,2,0,0,0,0
"Pelayanan baik, tempatnya bersih. Saya suka konsep mie sakera kalisat ini. Tempat kasir ada di depan dan tempat makannya pelanggan ada di samping blok kasir sampai ke belakang (jadi yg antri tidak mengganggu kekhidmatan pelanggan yang makan …",,,positif,positif,,,0,0,1,1,0
Debes banget mie nya,positif,,,,,,1,0,0,0,0
Pelayanannya baik,,,positif,,,,0,0,1,0,0
"Kedai mie pedas yang lagi hits dimnapun itu, tak terkecuali jember phn punya tepatx di kec.kalisat...
Cukup murah dengan 10rebu ajah sudah menikmati mie yg cukup enak...dan bisa pesan tingkat kepedasan dengan berbagai level😉😉 …",positif,positif,,positif,,,1,1,0,1,0
"Mienya enak
Pedesnya nendang
Banyak level yang bisa di pilih mulai dari Tobhi' (cubit), tapok (tabok dibagian …",positif,,,,,,1,0,0,0,0
"Buat pecinta mie,. Buruan coba Mie Setan diKalisat,.
Harga dan Rasanya pas banget,. Yang jelas cobain sendiri aja,. Datang langsung dan buktikan gengs.",positif,positif,,,,,1,1,0,0,0
"Pengen makanan pedas???
Mampir disini saja. Harga murah meriah, pas d kantong
Pedasnya murni dari cabe. Bukan pedas dari merica
Wajib d coba varian mi goreng  ya, djamin mantul",positif,positif,,,,,1,1,0,0,0
Tempatnya nyaman...toilet jga oke,,,,positif,,,0,0,0,1,0
enak bgtt aslii sukakk🤍🤍 …,positif,,,,,,1,0,0,0,0
Tempat yang layak untuk dicoba bagi para penikmat kuliner mie. Tersedia berbahai pilihan level pedasnya. …,netral,,,positif,,,3,0,0,1,0
Pelayan bagus ramah,,,positif,,,,0,0,1,0,0
"Saatnya me-review
Dari semua cabang yang saya coba,, di lakukan 3x makan mie dari setiap cabang jadi total 9x makan mie, jadi tidak ada unsur kebetulan …",,,,,netral,,0,0,0,0,3
"Saya Kemaren Beli mie kosot tapi waktu saya
sampai rumah malah mie nya ada cabe nya dan berkuah seperti mie torkop",negatif,,negatif,,,,2,0,2,0,0
"Muwantap banget. Tapi tak sepedas dulu, menurutku sih ... tempatx pas banget wenak, cocok buat pelajar n keluarga. Suasanax juga romantis2 gtu deh",netral,,,positif,,,3,0,0,1,0
Karyawannya rama,,,positif,,,,0,0,1,0,0
Rasanya lumayan enak harganya juga terjangkau pelayanannya cepat untuk tempatnya luas banyak kursi yang di sediakan jadi tidak perlu kuatir tidak kebagian tempat karena tempat ini memang selalu ramai pengunjungnta,positif,positif,positif,positif,,,1,1,1,1,0
Suasananya enak makanya enak juga,positif,,,positif,,,1,0,0,1,0
"Udah langganan beli mie sakera 🤩 jujur lebih suka mie sakera dari pada mie sebelah hehe😁 Kadang mie sakera kurang mateng, kadang mienya sedikit kadang mienya banyak, mungkin karna terburu-buru yaa😁 …",negatif,,,,,,2,0,0,0,0
"Pelayanan nya cepet ,mienya juga enak bisa milih tingkat level pedesnya cocok nih buat para pecinta pedes itu aja sih dari saya, sehat terus buat karyawan nya🤟 …",positif,,positif,,,,1,0,1,0,0
"Pelayanan sangat baik
Makannya enak",positif,,positif,,,,1,0,1,0,0
"Menurutku pelayanan dikalisat kurang memuaskan dan untuk toping  daging burger dan sosisnya kurang garing alias mentah
Intinya kecewa aja😒padahal sakera favku banget😔 …",negatif,,negatif,,,,2,0,2,0,0
"Mie pedas terfavorit di kalisat, ada mie sakera original dan juga mie sakera goreng, rasanya juga sangat khas berbeda dengan tempat makan lainnya. Mie sakera di kalisat merupakan pusat dari mie sakera yang ada dijember. Ngomong soal sakera aku jadi pengen makan lagi 😂 nagih soalnya …",positif,,,,,,1,0,0,0,0
Enak tp level 5nya terlalu tinggi buat saya... Kok GK ada level sesuai permintaan ya klo 5 terlalu pedas,negatif,,,,,,2,0,0,0,0
pelayanan ramahhhh,,,positif,,,,0,0,1,0,0
Pelayanan sangat bagus mie nya enak,positif,,positif,,,,1,0,1,0,0
"Suka karena tempat ini luas, mienya enak...
Kursinya ada yg patah, kemarin untung ibu saya ngga apa apa😭 …",positif,,,negatif,,,1,0,0,2,0
Pelayanan ramah,,,positif,,,,0,0,1,0,0
"Menunya enak, tempatnya bagus, tapi sayang karyawannya etikanya kurang bagus, geber geber motor di depan, mengganggu kenyamanan pelanggan",positif,,negatif,positif,,,1,0,2,1,0
"Ada taman dicafenya,
Kami SIAP mewujudkannya.
- Pembuatan Taman …",,,,netral,,,0,0,0,3,0
Nyaman banget,,,,positif,,,0,0,0,1,0
"Lumayanlah, sudah ga terasa sempit ga kek dulu. Pelayanannya juga lumayan. Tapi bisa dong kedepannya ada inovasi baru dimenunya",negatif,,positif,positif,,,2,0,1,1,0
Karyawannya ramah semua,,,positif,,,,0,0,1,0,0
Mie nya enak tapi diusahakan bagi pelayan untuk memuaskan pelanggan jangan terlalu lama menghidangkan makanan,positif,,negatif,,,,1,0,2,0,0
Mantab semuanya,,,,,positif,,0,0,0,0,1
"enak, cepat",positif,,positif,,,,1,0,1,0,0
"Tempatnya bersih, pelayanannya pun memuaskan. .
Dan yang paling terpenting lagi, rasanya Mak nyos endes... 😍😍 …",positif,,positif,positif,,,1,0,1,1,0
Menarik☺☺,,,,,netral,,0,0,0,0,3
"Tempatnya luas.. suka mienya enak... Recomen buat makan bersama keluarga besar,😍😍 …",positif,,,positif,,,1,0,0,1,0
Nyaman cepat,,,,positif,,,0,0,0,1,0
Mienya enak. Dan ada berbagai level pedas. Ada juga camilan untuk menamani makan mie. Suasananya juga enak,positif,,,positif,,,1,0,0,1,0
Nyaman ongguen kanak..asli nampol mie nya di daerah Kalisat depan RSUD Kalisat,positif,,,positif,,,1,0,0,1,0
"Nyaman tempatnya, karena cukup luas di dalam. Ada toilet dan tamannya juga. Pelayanan baik. Rasa juga lumayan",positif,,positif,positif,,,1,0,1,1,0
Restoran apa ini....saya pesan 2 mie aja kok lama banget sampai 1 jam lebih....pelayanan tidak memuaskan,,,negatif,,,,0,0,2,0,0
Memuaskan,,,,,positif,,0,0,0,0,1
Enak mie favorite dari dulu,positif,,,,,,1,0,0,0,0
Best bngt pokokny,,,,,positif,,0,0,0,0,1
Enak langganan banget,,,,,positif,,0,0,0,0,1
"Syukak sekali....... Tempatnya luas, trus gak desak-desakan, gak antri, cocok buat meet up bareng temen",,,positif,positif,,,0,0,1,1,0
"Sangat ramai seperti biasanya , harga sangat bersahabat dengan cita rasa mie yang mantappp sekaliiii",positif,positif,,positif,,,1,1,0,1,0
"enaknyoooooo... thank uu untuk pelayanannya ,, saya sangat senang... tempat yg nyaman, makan pun nyaman ongghu",positif,,positif,positif,,,1,0,1,1,0
Enak dan santai,,,,positif,,,0,0,0,1,0
"Kondisikan pesanan, minumannya terlalu cepat sedangkan mienya lama. Minuman ampek gak dingin lagi.",negatif,,negatif,,,,2,0,2,0,0
"Tempat makan Mie yang sangat nyaman, mienya enak, pelayananannya ramah dan cepat",positif,,positif,positif,,,1,0,1,1,0
"Rasa pedas yg bertingkat, dan pilihan menu yg variatif membuat saya tertarik untuk membuat konten ASMR. He",positif,,,,,,1,0,0,0,0
Mienya enak tapi kalo ditambah daun selada pasti tambah enak,positif,,,,,,1,0,0,0,0
"Nyaman,cepat,murah,kenyang",netral,positif,positif,positif,,,3,1,1,1,0
Makananya enak dan tempat nyaman,positif,,,positif,,,1,0,0,1,0
Pelayanan krng memuaskan selain lama malah disuruh bungkus sendiri dasar kampung,,,positif,,,,0,0,1,0,0
"Mie terenak dan terlaris se indonesia raya. Mantab pedesnya, pokoknya top banget.",positif,,,,,,1,0,0,0,0
Ramah 🥰 …,,,positif,,,,0,0,1,0,0
"Tempatnya luas dan nyaman. Setau saya ada tiga cabang. Dan yang di Kalisat ini yang paling nyaman, tenang, dan aesthetic.",,,,positif,,,0,0,0,1,0
Pesenan makanannya lama banget... Sampek satu jam nunggu ga dateng Dateng dong😒.. …,,,negatif,,,,0,0,2,0,0
Makanan pedas yang enak bagi pecinta kuliner pedas. Ada juga yang tidak pedas bagi yang tidak terlalu suka peda. Pelayanan cepat dan standar.,positif,,positif,,,,1,0,1,0,0
Mie enak pelayanannya sangat bagus,positif,,positif,,,,1,0,1,0,0
"Enaak... Masakannya enak, pedasnya mantap. Tempat juga nyaman.",positif,,,positif,,,1,0,0,1,0
Mie yang enak . Apalagi yang suka pedas dijamin mantap,positif,,,,,,1,0,0,0,0
"Pelayaran dalam penyajian makanan lama banget hampir setengah jam
Tolong segera d kompakkan lagi",,,negatif,,,,0,0,2,0,0
Rasa mantul ...,positif,,,,,,1,0,0,0,0
"Nyaman banget,terus pelayanannya juga cepet banget 👍 …",,,positif,positif,,,0,0,1,1,0
"Terimakasih Mie Sakera.. Saya sangat puas menikmati hidangannya, harga pas makan puas",,positif,,,,,0,1,0,0,0
Tempatnya recomended banget untuk yg mau nongkrong bareng tmn or family,,,,positif,,,0,0,0,1,0
Menarik,,,,,positif,,0,0,0,0,1
Jempol buat mie sakera pelayanannya bagus dan tempatnya strategis dan menunya enak enak,positif,,positif,positif,,,1,0,1,1,0
"Tempat makannya luas, penyajian lumayan cepat, tempatnya bersih",,,positif,positif,,,0,0,1,1,0
"Pelayanan baik, mie nya enak.. Tempatnya juga bagus bersih",positif,,positif,positif,,,1,0,1,1,0
"Bagi penggemar mie sekera pedas,monggo wajib nyoba biar ga penasaran...",netral,,,,,,3,0,0,0,0
"Mie. Nya super pedas...
Mantap deh pkoknya..
Orang kalisat wajib coba..",positif,,,,,,1,0,0,0,0
"Minus tisu padahal kan ini konsep mie pedes
Udang rambutan kurang kerasa",negatif,,,negatif,,,2,0,0,2,0
"Nunggunya lama, soal rasa mending mie ayam jauh",negatif,,negatif,,,,2,0,2,0,0
"Alhamdulillah rasa nya cocok di lidah, harga nya juga pas, pelayanan sangat ramah,",positif,positif,positif,,,,1,1,1,0,0
sipp banget,,,,,positif,,0,0,0,0,1
"Sae kadintoh. Yg suka kuliner pedas, khususnya pecinta mie, wajib kesini.",,,,,positif,,0,0,0,0,1
"Tempat bagus
Menu enak
Pelayanan ramah",positif,,positif,positif,,,1,0,1,1,0
Kalau mau memanjakan bibir. Disini tempatnya. Pedasnya suka gak tau diri,positif,,,,,,1,0,0,0,0
rekomen,,,,,positif,,0,0,0,0,1
Sayang porsi semakin sedikit g seperti awal2 buka..,negatif,,,,,,2,0,0,0,0
"Makan dibungkus, mencoba mie goreng nya, lumayan enak",positif,,,,,,1,0,0,0,0
Lumayan lah... Rame juga,,,,positif,,,0,0,0,1,0
Enak tp lama kalo pas rame bisa 1 jam,positif,,negatif,,,,1,0,2,0,0
Pelayan sangat bagus mie nya enak,positif,,positif,,,,1,0,1,0,0
Parah pesan yang tidak pedas malah dikasik yang pedas sampek nangis anakku,,,negatif,,,,0,0,2,0,0
pelayanannya sedikit lama. trus di meja g ada tisu,,,negatif,negatif,,,0,0,2,2,0
Nyam nyam,netral,,,,,,3,0,0,0,0
"Nunggu lebih dari 1 jam
Malah yg baru dateng d kasik dulu",,,negatif,,,,0,0,2,0,0
pelayanan lambat,,,negatif,,,,0,0,2,0,0
Pecinta mie wajib cobaa. Approve 💯 …,,,,,positif,,0,0,0,0,1
Mienya enak..👍👍👍 …,positif,,,,,,1,0,0,0,0
"Mie nya enak, sama seperti yang di Jember.. harga juga terjangkau",positif,positif,,,,,1,1,0,0,0
Mie sakera mantul,positif,,,,,,1,0,0,0,0
"Tempatnya cukup nyaman, cocok buat anak muda",,,,positif,,,0,0,0,1,0
"Pelayanan masih kurang maximal, toping juga masih kurang baik dari rasa dan varian toping.",negatif,,negatif,,,,2,0,2,0,0
Enaaaak banget sesuai lah sama harga nya,positif,,,,,,1,0,0,0,0
Tempatnya bagus..makananya enak..murah juga.,positif,positif,,positif,,,1,1,0,1,0
Mie nya eundesss.. Toping nya banyak.. Harga lumayan murah..,positif,positif,,,,,1,1,0,0,0
Hanya ingin bilang rasanya mak nyus... ☺☺,positif,,,,,,1,0,0,0,0
"Nyaman dan fotogenik. Rasa mie, kurang istimewa",negatif,,,positif,,,2,0,0,1,0
Waoww... Menyantap makan dg sensasi CAROK !! 😄😁 …,netral,,,,,,3,0,0,0,0
"Makanannya enak overall, murce dan aksesnya mudah",positif,positif,,,,,1,1,0,0,0
muantep bos... pedesnya pool... banyak menu dan pilihan.,positif,,,,,,1,0,0,0,0
Mie pedas yang enak dan pengalaman makan yang menyenangkan,positif,,,,,,1,0,0,0,0
tempatnya bagus dan menu.x lucu.lucu,positif,,,positif,,,1,0,0,1,0
Mayan.. seumur umur asli orang kalisat baru sekali kesini..,,,,,netral,,0,0,0,0,3
Mie gorengnya mantab,positif,,,,,,1,0,0,0,0
"Mienya enak, tempatnya jg nyaman",positif,,,positif,,,1,0,0,1,0
Enak karena istri saya suka,positif,,,,,,1,0,0,0,0
seneng,,,,,positif,,0,0,0,0,1
Porsinya tambah dikit tp tetep juara rasanya👍👍 …,positif,,,,,,1,0,0,0,0
"Mienya enak, cocok untuk pecinta pedas...",positif,,,,,,1,0,0,0,0
Mienya enak cuma penyajiannya agak lama,positif,,positif,,,,1,0,1,0,0
Pelayanannya lama,,,negatif,,,,0,0,2,0,0
Pelayanan cukup bagus+tempatnya enak,,,positif,positif,,,0,0,1,1,0
rekomendedd,,,,,positif,,0,0,0,0,1
"Masakan nya enak semua...
.",positif,,,,,,1,0,0,0,0
Tempatnya nyaman dan mie nya enak bos,positif,,,positif,,,1,0,0,1,0
Enak mie nya mantap banget dah,positif,,,,,,1,0,0,0,0
Tmpatx dan playananx bagus....makanan dan minumanx recomended,positif,,positif,positif,,,1,0,1,1,0
Es jeruknya bukan es jeruk tp es gula,negatif,,,,,,2,0,0,0,0
Mamntaap rasa mienya enak bngeet...,positif,,,,,,1,0,0,0,0
Rame pembeli. Pelayanan nya memuaskan.,,,positif,,,,0,0,1,0,0
"Tempatnya enak ,makanannya enak banget",positif,,,positif,,,1,0,0,1,0
Pelayanan bagus dan tempat nya luas,,,positif,positif,,,0,0,1,1,0
Cukup bagus,,,,,positif,,0,0,0,0,1
Kalau dibungkus untuk dimkn dirmh kurang enak,negatif,,,,,,2,0,0,0,0
Menjual mie dng rasa yg mantap,positif,,,,,,1,0,0,0,0
kerenn anjay,,,,,positif,,0,0,0,0,1
Mienya terlalu pedas untuk lvl terendah,negatif,,,,,,2,0,0,0,0
Tempat Ok dan Rasa makanan Toppp markotop!!!,positif,,,positif,,,1,0,0,1,0
Mie ayam nya rekomended gaess,positif,,,,,,1,0,0,0,0
Pelayanan nya kurang memuaskan🥲 …,,,negatif,,,,0,0,2,0,0
Alangkah lebih baiknya jika chefnya pakai masker 😷 …,,,negatif,,,,0,0,2,0,0
Mie lumayan enak tapi pelayanan lama,positif,,negatif,,,,1,0,2,0,0
Super duper terrbaeqqw miiiee terfav sepanjang sejarah hidup,positif,,,,,,1,0,0,0,0
"Tempat nyaman, rasa tetap sama",positif,,,positif,,,1,0,0,1,0
Mie enak pedesnya bikin nagih,positif,,,,,,1,0,0,0,0
"Rexomended mie,Tapi untuk cabang kalisat sepertinya sudah tutup",,,,netral,,,0,0,0,3,0
Enak sekali pokoknya 🥰🥳 …,positif,,,,,,1,0,0,0,0
Tempat enak &  pelayanan juga cepet,,,positif,positif,,,0,0,1,1,0
Rasanya seperti iron man.super pedas,netral,,,,,,3,0,0,0,0
Rasa pas dan menu semakin beragam,positif,,,,,,1,0,0,0,0
"harga&rasa, mantul!!! rugi g nyoba!!!",positif,positif,,,,,1,1,0,0,0
Mantap boss....ini yang dinamakan surga dunia👍👍👍 …,,,,,positif,,0,0,0,0,1
Rasa enak tempatnya juga enak,positif,,,positif,,,1,0,0,1,0
"Harga murah, rasa cukup enak",positif,positif,,,,,1,1,0,0,0
Mie pedes kekinian ada juga lho di daerah kalisat,positif,,,netral,,,1,0,0,3,0
Sakera punya cerita..,,,,,netral,,0,0,0,0,3
Lama bgt pelayanannya,,,negatif,,,,0,0,2,0,0
Pelayanan ramah...bersih...cepat,,,positif,,,,0,0,1,0,0
Mienya lumayan,positif,,,,,,1,0,0,0,0
Mantap tempat bagus,,,,positif,,,0,0,0,1,0
Nyaman dan enak dan tempat yang indah,,,,positif,,,0,0,0,1,0
Pelayanan nya lumayan baik,,,positif,,,,0,0,1,0,0
Enak dan harga tidak mahal mahal amat,positif,positif,,,,,1,1,0,0,0
Lumayan tempat nya sejuk,,,,positif,,,0,0,0,1,0
Mie nya mantap cuuuuuuy,positif,,,,,,1,0,0,0,0
"Mantap, selalu rame 😁😁😁 …",,,,positif,,,0,0,0,1,0
Enak rasanya,positif,,,,,,1,0,0,0,0
Pelayanan yg memuaskan,,,positif,,,,0,0,1,0,0
Pelanggan bisa langsung ke tempat saya,,,,,netral,,0,0,0,0,3
"Mienya enak,,, tmptnya asik",positif,,,positif,,,1,0,0,1,0
Biasa aja,,,,,netral,,0,0,0,0,3
Sangat bagus dan sangat enak,positif,,,positif,,,1,0,0,1,0
enak tapi ya enak aja gitu,positif,,,,,,1,0,0,0,0
Rasa nya Mantap,positif,,,,,,1,0,0,0,0
Rekomendasi banget sih,,,,,positif,,0,0,0,0,1
mantap mie nya,positif,,,,,,1,0,0,0,0
Pinggir jln parkir juga cukup,,,,netral,,,0,0,0,3,0
Asyik tempatnya,,,,positif,,,0,0,0,1,0
Pelayanan harap di perbaiki,,,negatif,,,,0,0,2,0,0
Terkenal dengan mienya yang pedas,netral,,,,,,3,0,0,0,0
Ramai harus sabar antri,,,negatf,,,,0,0,0,0,0
mie sakera mantab,,,,,positif,,0,0,0,0,1
Pedasnya luar biasa...,positif,,,,,,1,0,0,0,0
Sangat puas dengan pelayanan,,,positif,,,,0,0,1,0,0
Ingat masa kecil dulu di sini,,,,,netral,,0,0,0,0,3
Tempat luas dan nyaman,,,,positif,,,0,0,0,1,0
Buat nongkrong juga oke,,,,positif,,,0,0,0,1,0
Suka ajach..😊 …,,,,,positif,,0,0,0,0,1
Sarapan aja jangan harapan,,,,,netral,,0,0,0,0,3
enak mienya,positif,,,,,,1,0,0,0,0
Sip mak nyus...  😉 …,,,,,positif,,0,0,0,0,1
Murah dan strategis,,positif,,positif,,,0,1,0,1,0
"Mantap, recomended",,,,,positif,,0,0,0,0,1
Mienya enak :),positif,,,,,,1,0,0,0,0
Tempat enak dan nyaman,,,,positif,,,0,0,0,1,0
Rasanya mantab,positif,,,,,,1,0,0,0,0
Bersih dan rapi,,,,positif,,,0,0,0,1,0
Sangat berkenan,,,,,netral,,0,0,0,0,3
Enak lumayan,positif,,,,,,1,0,0,0,0
Pedesnya mantaabbb,positif,,,,,,1,0,0,0,0
Tempat makan yang enak,,,,positif,,,0,0,0,1,0
Gatau mau nulis apa 😎 …,,,,,netral,,0,0,0,0,3
parkir syulit,,,,negatif,,,0,0,0,2,0
Enak mienya😋 …,positif,,,,,,1,0,0,0,0
Silahkan dicoba,,,,,netral,,0,0,0,0,3
Pokok okelah,,,,,netral,,0,0,0,0,3
Kurang tepat,,,,,netral,,0,0,0,0,3
Sangat pedas,netral,,,,,,3,0,0,0,0
Wajib dikunjungi,,,,,positif,,0,0,0,0,1
Tempat oke,,,,positif,,,0,0,0,1,0
Pelayanan lama,,,negatif,,,,0,0,2,0,0
good kuliner mie,positif,,,,,,1,0,0,0,0
Mantap mantap,,,,,positif,,0,0,0,0,1
Siippp pedes,netral,,,,,,3,0,0,0,0
Banyak promo,,positif,,,,,0,1,0,0,0
Baik,,,,,positif,,0,0,0,0,1
enakk,positif,,,,,,1,0,0,0,0
Nikmat,positif,,,,,,1,0,0,0,0
Sadis,,,,,negatif,,0,0,0,0,2
Mantab ges,,,,,positif,,0,0,0,0,1
"Mantap,,,,",,,,,positif,,0,0,0,0,1
Makanan mie,netral,,,,,,3,0,0,0,0
Pelayanannya oke mamam enaakkk,positif,,positif,,,,1,0,1,0,0
"Iya nih, itu pohon
Pop",,,,,netral,,0,0,0,0,3
"Enak banget, tapi kasirnya, juddeess, selalu baik, pelayannya ramah, senyumnya biasa aja, dan saya jadi ogah beli.",positif,,negatif,,,,1,0,2,0,0
Pertama kali makan di mie sakera kalisat pelayanannya sangat baik,,,positif,,,,0,0,1,0,0
terima kasih ya,,,,,netral,,0,0,0,0,3
"Setelah mengantar anak-anak ke pondok, mereka mampir untuk membeli mie sakera di kalisat",,,,netral,,,0,0,0,3,0
Josss,,,,,positif,,0,0,0,0,1
"Sungguh, sungguh.",,,,,netral,,0,0,0,0,3
Sae,,,,,netral,,0,0,0,0,3
Menyarankan,,,,,netral,,0,0,0,0,3
Tempat ini sangat menyenangkan untuk makan ramen..,,,,positif,,,0,0,0,1,0
direkomendasikan bagi mereka yang suka pedas.,positif,,,,,,1,0,0,0,0
